Place,URL,Latitude,Longitude,Program,Number of Participants,Organizers
"San Francisco, California, USA",https://www.meetup.com/Code-for-San-Francisco-Civic-Hack-Night/events/237515330/,37.7749,-122.4194,Open Data Day 2017,100,Code for San Francisco
"San Francisco, California, USA","http://bit.ly/wddc2017
",37.787271,-122.399651,Wikipedia Data Design Challenge 2017,100,Hatnote (Mahmoud Hashemi & Stephen LaPorte)
"San Salvador, El Salvador",https://www.facebook.com/datosabiertossv/,13.69,-89.2030556,Open Data Day 2017: Info Openess,TBC,"DatosElSalvador, Open Knowledge International - El Salvador and others TBC"
"SAn Salvador, El Salvador",,,,,,
"San Sperate, Italy",http://blog.datinanta.org/2017/02/12/odd_san_sperate_2017/,39.3570126,9.006143,"Open Data Day, San Sperate 2017",TBD,"Diego, Francesco, Sandro, Simone Cristian"
"Sao Paulo, SP, Brazil",https://www.facebook.com/events/180813619077896/,-23.5273008,-46.6296315,Discuss the women's participation in the development of public policies guided by open data collection and visualizations.,50,"PoliGNU, Maria Lab, PoliGen e Transparencia Hacker"
"Sao Paulo, SP, Brazil",https://www.facebook.com/events/116430705541390/,-23.5711724,-46.6424031,Diario Oficial: opening information from the government to the people,TBD,Open Knowledge Brazil
"Schwerin, Germany",http://de.opendataday.org/schwerin/,53.635502,11.40125,Code for Germany Open Data Day Event,TBD,OK Lab
"Seattle, WA, USA",https://www.meetup.com/openseattle/events/238055851/,47.6062,-122.3321,Open Data Visualization Day,TBD,Open Seattle
"Sendai, Japan",https://www.facebook.com/groups/154102518072665/,38.255239,140.890082,International OpenData Day in Sendai,10,Miyagi Mobile Business Society
"Sfax, Tunisia",https://www.facebook.com/events/243834996027513/,34.838315,10.7528473,"Workshop ""Open data for Smart cities"" will be organized during the  yearly Forum ENET'Com Feee'17",TBD,Tunisian eGov Society & IEEE
"Shanghai, China",https://www.meetup.com/Coderbunker/events/237958887/,31.1911701,121.4232892,International Open Data Day 2017 Shanghai,70,http://www.coderbunker.com
"Shirosato, Japan",http://oprap.org/odd2017/,36.4796,140.376148,How to use RESAS(Regional Economy (and) Society Analyzing System) and OpenData for local community,TBD,Daisuke Kawarai and FORESTOWL
"Shizuoka-city,
Japan",https://www.facebook.com/events/1723297927982838/ ,34.976528,138.384818,"""Public Transportation and Open Governance"" 
We the people of Japan, in order to for more perfect transparency, participation, collaboration,  ensure ""Convention on the Rights of Persons with Disabilities"".  We will discuss our Public Tranportation systems and GTFS CC-BY licensed feed service "" http://opentrans.it "".",10,"Open Data Shizuoka, Code for Shizuoka"
"Shizuoka, Japan",http://www.at-s.com/teambuddy/,34.9596482,138.4031461,Open Data Day Shizuoka,20-30,TeamBuddy
"Somma Vesuviana, Italy",https://opencoesionecontorricelli.wordpress.com/,40.8799,14.4437,"Open Data Day- Il team ""Watch over our country"" presenta il percorso svolto per il progetto ASOC1617",up to 100,4E del Liceo scientifico E. Torricelli
"Sora, Italy",https://youtu.be/b3eJ_bPOlTw,41.7147798,13.5293499,Keep cam and open data,up to 100,Liceo Scientifico Leonardo Da Vinci
South Africa,http://codebridge.org.za/opendataday.html,-30.5595,22.9375,Know your hood,3 - 300,"Code for South Africa, Codebridge"
"Soverato, Italy",,38°41'60 ,,Open Data Day ,60,"Liceo scientifico ""A. Guarasci"" Ass. Jump"
"Soverato, Italy",https://twitter.com/Helping15353981,38.4196,16.33252,open data day,30-50,"liceo scientifico ""A. Guarasci"" , Assoc. Jump "
"Srinagar,Jammu & Kashmir,India",https://opencon2017srinagarcelebratingin.sched.com/,34.128,74.8365, Open Data Day 2017 Srinagar,120,"Department of Library & Information Science University of Kashmir,Jammu & Kashmir,India"
"SS15 Courtyard, Jalan SS15/4G, 47500, Subang Jaya, Malaysia",https://www.facebook.com/events/139622583218083/,3.077959,101.5866421,Open Data Day 2017: Data Expedition,15-20,Sinar Project
"Stigliano, Basilicata, Italy",,,,,,
"Stockholm, Sweden",https://www.incf.org/collaborate/tool-development/brainhack-global-2017,59.3481,18.0237,Brainhack Global Stockholm - Open Data Day,30,INCF
"Stockholm, Sweden",http://www.aidhedge.org,59.342206,18.047876,Transparency in Aid Data,TBD,AidHedge & Azote communications agency
"Stuttgart, Germany",http://de.opendataday.org/stuttgart/,48.775846,9.182932, ,TBD,OK Lab
"Suzaka city, Nagano pref, Japan",https://www.facebook.com/events/412399219100579/,36.651097,138.307192,Suzaka Fitness Walking ,100-300,Suzaka city Informatization Committee
"Taipei, Taiwan",http://hack.g0v.tw,25.105497,121.597366,g0v.tw bi-monthly hackathon,120,g0v.tw - Jothon
"Takaoka, Japan",http://code4takaoka.org,36.741584,137.01506,International opendata day 2017 in Takaoka,30,Code for Takaoka
"Tanabe,  Japan",http://wida.jp/2017/02/09/iodd2017inwakayama/,33.696096,135.395512,International Open Data Day 2017 in Wakayama,50,https://www.facebook.com/ioddwakayama/
"Tanzania, Dar es Salaam",www.rdnplatform.com and  https://rdnplatform.com/rdn-news-hidden/item/247-rdn-open-data-competition.html,-6.793415,39.211572,"BE RDN -OPEN DATA CHAMPION 2017

Make data easily accessible, freely used, re used and redistributed by anyone.

It is our great pleasure to announce the forthcoming WORLD OPEN DATA DAY on March 4,2017. In Tanzania World Open Data Day organized by the College of ICT- UDSM will take place on March 4, 2017 at Postal Ground Kijitonyama. RDN as key stakeholders in making innovative ideas easily accessible, will participate in the exhibition of WORLD OPEN DATA DAY locally in Tanzania and internationally via online. As our contribution to the World Open Data Day, RDN will run  RDN OPEN DATA CHAMPION COMPETITION to make data or publications that are not easily accessible  to be easily accessible, freely used, re used and redistributed by anyone. This is eight (8) days competition  will run from February 25,2017 to March 4, 2017.  https://www.facebook.com/rdnplatform",Greater than 100,Research and Development Network
"Tartu, Estonia",http://opendata.ee/opendataday,58.3806,26.72407,"Open Data Day Tartu, Data Tracks against Post-Truth",2-18,OK-EE
"Tehran, Iran",http://register.tp4.ir,35.723119,51.387094,"The program is about ""Open Data and it's good applications for government"" Undoubtedly, for the first time in Iran. 
Please join us!",10-30,Transparency4Iran
"Teresina
",http://teresinahc.org/odd17,-5.0889035,-42.8109358,"Open Data Day Teresina 2017
",25-50,APISoL e Teresina Hacker Clube
"The Hague, Netherlands",https://www.eventbrite.nl/e/tickets-gebruikersbijeenkomst-dataoverheidnl-vrijdag-17-maart-2017-30483984418,52.0704978,4.3006999,"Quarterly open data meeting  for all open data-participants in the Netherlands. Organized by the central register for open government data: www.data.overheid.nl. Meeting is open and access is free for all who are interested: data-owners, data-users and developers. ",80,Data.overheid.nl (contact: https://data.overheid.nl/bijeenkomsten)
"Thessaloniki, Greece",http://okfn.gr/,40.629669,22.95796,"ODD 2017 Opening our Data toDay: Open Governance, Transparency, Participatory",80,Open Knowledge Greece and Library and Information Centre of the Aristotle University of Thessaloniki
"Tirana, Albania",http://ais.al/new/ ,41.3279457,19.8185323,Open Contracting & Red Flag Index,Up to 30,Albanian Institute of Science- AIS / Open Data Albania
"Torino, Italy",https://synapta.it/odd2017/,45.0647234,7.6545632,Hackathon on open data,TBC,Synapta (@synapta) + Nexa Center for Internet & Society (@nexacenter)
"Torniella, Italy",http://attivarti.org/v2/march-4-2017-open-data-day-in-torniella-with-opening-in-scansano-and-closing-in-castelnuovo-val-di-cecina/,43.07361111,11.1536111,Presentation of the Beta Version of the Farma Valley Community Map. Opening and closing events on March 3 and 5 in Scansano and Castelnuovo Val di Cecina (all in Southern Tuscany),20,"pibinko.org, Attivarti.org"
"Toronto, Canada",http://civictech.ca/codeacross-toronto-2017/,43.662892,-79.395656,CodeAcross Toronto 2017,~100,Civic Tech Toronto (civictech.ca)
"Toyama, Japan",https://code4toyama.connpass.com/event/49753/,36.688583,137.21475,International opendata day 2017 in Toyama,,"Toyama ""Code for"" Alliance, 
Toyama Prefecture, City of toyama"
"Tricase, Italy IISS ""DON TONINO BELLO""",,39.56,18.22,"Open Data Day The New Tourists team. Conferenza stampa, presentazione progetto Opencoesione presso Palazzo Gallone",30,"IISS ""DON TONINO BELLO"" Tricase."
"Trieste, Italy",http://www.opencoesione.gov.it/progetti/1lala1000052278/,45.64325,13.7903,"Open Data Day - Tema: ""Impianti fotovoltaici Trieste""",90,Liceo Scientifico Guglielmo Oberdan
"Triggiano, Italy ",www.facebook.com/quartaa.devitidemarco.9,41.06467,16.91094,"Open Data Day 2017. Presentazione del progetto OpenCoesione presso l'I.T.E.T ""A. de Viti de Marco""- Triggiano.",2-8,"""A. de Viti de Marco"""
"Tucson, AZ, USA",https://www.meetup.com/Code-for-Tucson/events/237891458/,32.2311872,-110.9528374,Open Data Day Tucson 2017,10-25,Code for Tucson
"Tulsa, OK",https://www.eventbrite.com/e/open-data-day-2017-tickets-31006884426,36.159218,-95.993848,Connected Tulsa & Open Data Day,,"Code for Tulsa, Accessible Transportation Coalition"
uganda,www.innovationvillage.co.ug,0.3524481,32.6126371,open data day 2017,30- 50,the innovation village kampala
"Ulm, Germany",de.opendataday.org/ulm,48.401082,9.987608,Open Data Day Ulm,TBD,"Code for Germany, OK Lab Ulm"
"Ulyanovsk, Russia ",https://te-st.ru/events/open-data-day-regions/,54.311096,48.3257952,International Open data day + meetup,,Teplitsa of Social Technologies (te-st.ru) 
"University of Pretoria, Pretoria, South Africa",https://docs.google.com/forms/d/e/1FAIpQLSd4t0qrxTVbrGw4831V5kxwRSPDaMD_LNyrMNvRGs0poKdWSQ/viewform,-25.754585,28.231472,School based program for tracking public funds,80,"Geography, Geoinformatic and Meteorology department of University of Pretoria in cooperation with Geekulcha"
"Valencia, Spain",http://dataupv.webs.upv.es/ii-opendatathon-etsinf-upv/,39.482775,-0.3502945,II OpenDatathon,TBD,dataUPV (Universitat Politècnica de València)
"Valle de SanJosé, Colombia",http://searrecha.com,6.4475468,-73.146506,Seguimiento a fondos municipales,11 and growing,http://avatares.co
"Vancouver, British, Columbia, Canada",https://www.opendatabc.ca/pages/2017-vodday-vancouver-open-data-day,49.24966,-123.11934,Hack day with competition,TBD,Open Data Society of BC
"Verona, Veneto, Italy",https://www.facebook.com/profile.php?id=100014584626768,45.409045,10.989607,Open Data Day:meeting & presentation of our project and the progress of our research,80,Classe 4°A RIM Istituto Tecnico Economico Statale Luigi Einaudi & Docente referente
"Vibo Valentia, Calabria, Italy",https://www.facebook.com/castellanidihipponion/#,38.666667,16.1,2° ViboOpenDataDay,85,I Castellani di Hipponion ASOC1617
"Vienna, Austria",https://www.eventbrite.de/e/0303-datenspaziergang-registrierung-31319629856,48.2119365,16.3542083,Datenspaziergang - Data walk,30,School of Data Austria
"Vienna, Austria",https://open.wien.gv.at/site/open-data-day-2017-veranstaltungen-in-wien/,48.1850964,16.3486231,Open Classroom,40,Berufsschule für Verwaltungsberufe
"Vienna, Austria",https://www.facebook.com/events/406955339643490/,48.2146803,16.4042471,Students co-create Open Data Ideas!,40,University for Economy Vienna
"Vienna, Austria",https://open.wien.gv.at/site/open-data-day-2017-veranstaltungen-in-wien/,48.2109473,16.3543197,Daten [be]greifen am Infoscreen des Stadtservice Wien im Rathaus - Touch Data in the City Hall,50,City of Vienna & 23degrees.io
"Vienna, Austria",https://wirtschaftsagentur.at/veranstaltungen/business-treff-open-data-day-473/,48.207729,16.3538907,"Business Treff ""Open Data Day""",70,Vienna Business Agency
"Vientiane, Laos",https://www.facebook.com/events/1836667176551399/,17.960427,102.5355536,Open Data Day Vientiane,20-30,Open Development Initiative (opendevelopmentmekong.net)
"Vilnius, Lithuania",https://www.facebook.com/events/397591427265131/,54.67453,25.277,"Cafe Scientifique for researchers: discussing HOW to make your research data open, and WHY you should do it.",10-20,"Egle Marija Ramanauskaitė, Technarium hackerspace"
"Vilnius, Lithuania",https://www.facebook.com/events/316967595368337/,54.67453,25.277,"Learning about open data from Vilnius city, have a hacking session for all types of projects, such as environmental and public health/open research data/civic accountability/human rights.",10-20,Technarium hackerspace
"Vologda, Russia",,59.2180665,39.8978052,"Lectures, workshop, brainstorm about city data",20,"Committee of Information Technology and Telecommunications of the Vologda region, Open Data in Russia team"
"Washington, DC, USA",https://www.eventbrite.com/e/open-data-impact-an-afternoon-of-conversations-and-collaboration-tickets-32395732508,38.904323,-77.033186,Open Data Impact: an afternoon of conversations and collaboration,TBD,"Center for Open Data Enterprise, Sunlight Foundation, SPARC"
"Washington, DC, USA",https://saferstrongersmarterdc-hackathon.eventbrite.com,38.904323,-77.033186,"Working with residents, businesses and government leaders to find how government can/should share and receive public safety data to improve safety. We will also discuss/design how smart technology can make neighborhoods safer.",,"Mayor Muriel Bowser, DC Office of the Chief Technology Officer, DC Metropolitan Police Department, DC VisionZero, more"
"Washington, DC, USA",https://www.meetup.com/MappingDC/events/237987277/,38.904722,-77.016389,We will work on MapRoulette or HOT OSM tasks.,,MappingDC
"Wellington, New Zealand",https://www.eventbrite.co.nz/e/open-data-day-wellington-tickets-32108741109,-41.2865,174.7762,Open Data Day Wellington at National Library of New Zealand,30-50,"GovHack NZ, data.govt.nz, Open Data NZ"
"Wichita, KS, USA",https://www.meetup.com/openwichita/events/237653825/,37.688595,-97.326954,Open Data Day: Wichita,30,Open Wichita
"Wilmington, Delaware", http://meetu.ps/e/.jvjvkmywfbgb/vqyTD/d,39.748991,-75.546202,Code & Coffee for Open Data Day,~30,www.opendatadelaware.com Open Data Delaware
"Windhoek, Namibia",https://goo.gl/S9cK6N,-22.5659632,17.0732703,Open & Big Data Innovation Hackathon,60,"GDG Windhoek, Namibia Women In Computing Society, NUST Faculty of Computing and Informatics, Namibia Business Innovation Institute (NBII) "
"Windhoek, Namibia",TBD,-22.5664,17.0746,Open Data Innovation Hackathon,100,GDG Windhoek +NBII +NSA
"Wuppertal, Germany",http://de.opendataday.org/wuppertal/,51.256213,7.150764,Code for Germany Open Data Day Event,TBD,OK Lab
"Xalapa, Ver. México",bit.ly/mapatonciudadano,19.529219,-96.935512,Open Data Day Xalapa + Mapatón Ciudadano,150,"World Resources Institute, Codeando México, Codeando Xalapa, Openstreetmap, Mapillary, Ciudad a Pie, Universidad Veracruzana, CTS EMBARQ México, Consejo de Movilidad de Xalapa y el H. Ayuntamiento de Xalapa."
"Yangon, Myanmar",https://www.facebook.com/events/1456976034347521/,16.7979407,96.1583299,Open Data Intro and Open Data Handbook and Open Data Setup Day,TBD,Ubuntu Myanmar LoCo Team & FOSS Myanmar
"Yaoundé, Cameroon",www.cameroonopendataday.org,3.8344851,"11.485031,15","Presentation of the Beta Version of the OpenSpendingCameroon Platform and the Cameroon Open Data Portal, Discussion around the state of Open Data and Data Journalism in Cameroon, and also next steps",40-60,"AfroLeadership, Code for Cameroon"
"Yokohama, Japan",http://yokohamaopendata.jp/2017/02/23/iodd2017/,35.45176,139.647756,"Panel, Workshop, Hackathon and Party",200,Committee of the International Open Data Day 2017 in YOKOHAMA
"Zagreb, Croatia",http://odd.codeforcroatia.org,45.801205,15.970774,"Presentations, Panel, Workshop, Datathon",150,Code for Croatia
"Zurich, Switzerland",http://zurich-r-user-group.github.io/hackathon.html,47.374649,8.548739,Open Data Day Hackathon with public transport data from Zurich,60,"Zurich R User Group, VBZ, Open Data Zurich, Master Program in Biostatistics UZH"
,http://code4tottori.org/events/20170304-mok2/,35.497012,134.228981,The 1st Moku-Moku Workshop,15,Code for Tottori
,www.facebook.com/events/242360432895708/,,,,,
"Bitonto, Italy",http://www.lsgalileibitonto.it/Allegati/programma%20ODD.pdf,41.64248,16.412472,"Open Data Day, research about an important istitution of our beautiful city which deals with families with problems. explaining of data gained from different websites, local newspaper and institutional figures",110-130,"prof.ssa Saracino, prof.ssa Petta, Liceo Scientifico Galileo Galilei "
"Khartoum, Sudan",https://opensudan.ticketleap.com/openness-for-advancing-research-and-discovery/,15.581187,32.570395,Openness For Advancing Research And Discovery,85,Open Sudan
"Barletta,Italy",https://www.facebook.com/ricostruendolastoria/?fref=ts,41.1851,16.1653,"Presentazione del progetto ""Ricostruendo la storia"" che concerne la riqualificazione del centro storico di Barletta in occasione della giornata mondiale degli Open Data",200,"Liceo delle scienze umane ""A.Casardi"""
" Alcamo, Italy",www.informaticapubblica.com,37.9540706,12.9665821,"11 marzo 2017 h4 pm,",,
"Maglie, Italy",https://www.facebook.com/1656263691333036/photos/gm.413590788993009/1695148294111242/?type=3,40.122347,18.299473,Capece's Open Data Day,200,"Liceo Classico ""F. Capece"" - Maglie (LE)"
"Alanno,PE,ITALY",http://www.omnicomprensivoalanno.gov.it/?page_id=12360,42.296299,13.967752,,20,Istituto Omnicomprensivo di Alanno
