country,event_date,event_name,event_photo_url,event_purpose,event_report_url,event_time,event_tweet_url,event_video_url,has_event_report,latitude,longitude,mini_grant_funder,mini_grant_winner,num_participants,online,online_event_url,organisers,place,report_question_1,report_question_2,report_question_3,report_question_4,slug,timezone,url,world_region_code,world_region_text
Italy,2021-03-05,Open Data for Resilience,,"For many, the word that sums up 2020 and projects us in the future is resilience – the capacity to recover quickly from difficulties and shocks. The ongoing Covid-19 global pandemic, unpredictable weather patterns and climate change, pest plagues like the locust swarms invading parts of Africa, are just some of the tremendous challenges that our food systems and agriculture are experiencing. To celebrate International Open Data Day and reflect on how open data can build resilience in agriculture and food systems, the Alliance of Bioversity International and CIAT and the CGIAR Platform for Big Data in Agriculture have organized a webinar featuring thought and research leaders in big data and digital technologies in agriculture. The growing availability of data and the smart and effective use of this data in research for development are opportunities to find new, data-driven ways to withstand the impacts of adverse events, nourish people and sustain the planet",,14:00,https://twitter.com/BiovIntCIAT_eng/status/1366899705108701187,,False,41.9028,12.4964,,False,30,True,https://us02web.zoom.us/webinar/register/WN_bDcUa_jmRhWne6x5xHsBEg,Bioversity International & CIAT Library,Rome,,,,,open-data-for-resilience,CET,https://www.bioversityinternational.org/e-library/,EMEA,"Europe, Middle East & Africa"
Belarus,,Open Data in Belarus - Открытые данные в Беларуси: онлайн-лекция,,Talk about Open Data in Belarus / На онлайн-лекции поговорим за открытые данные в Беларуси и политику открытости ,,,,,False,53.904541,27.561523,,False,30,True,,Петр Орлов,Minsk / Минск,,,,,open-data-in-belarus-otkrytye-dannye-v-belarusi-onlain-lektsiia,,,EMEA,"Europe, Middle East & Africa"
Romania,,Open Data Maps,,Maps contest for highlighting Open data necessity and use in Romania.,,,,,False,44.426765,26.102537,,False,30,False,,geo-spatial.org,Bucharest,,,,,open-data-maps,,,EMEA,"Europe, Middle East & Africa"
Austria,2021-03-04,Open Data Meetup: Basics & Best Practices,,"Wie können Startups und KMU hierzulande Open Data nutzen, um ihre bestehenden Produkte und Dienstleistungen zu erweitern? Dieser Frage geht das butkasten Open Data Meetup nach, das am 4 März als digitales Event stattfinden wird. Dabei werden Best-Practice-Beispiele vor den Vorhang geholt, um von bereits erfolgreich umgesetzten Projekten zu lernen",,17:00,,,False,48.2082,16.3738,,False,20,True,https://hopin.com/events/opendata-meetup,Der Brutkasten,Vienna,,,,,open-data-meetup-basics-best-practices,CET,https://www.derbrutkasten.com/events/open-data-meetup-basics-best-practices/,EMEA,"Europe, Middle East & Africa"
Japan,2021-03-09,Open data mix conference in Gifu,,We will collaborate on the Gifu project and discuss what kind of open data should be available to proceed with the project,,13:00,,,False,35.41158,136.749783,,False,10,True,https://www.facebook.com/events/1743615625810378?locale=ja_JP,Code for Gifu,Gifu,,,,,open-data-mix-conference-in-gifu,JST,https://codeforgifu.jp/,APAC,Asia & The Pacific
France,,Open data on green France,,We collect and analyse the data about green areas in France (especially missing data),,,,,False,48.856613,2.3522,,False,10,False,,Liu Bauer T.,Paris,,,,,open-data-on-green-france,,https://sites.google.com/cri-paris.org/cityinteractionlab/events/open-data-days,EMEA,"Europe, Middle East & Africa"
Ukraine,2021-03-04,Open Data TV: open data for everyone,,We are going to tell more about open data to both community activists and people who have only heard the bell about open data,,11:00,https://twitter.com/project_TAPAS/status/1364969438261481480,https://www.youtube.com/watch?v=u8gKLc1N5Hs,False,50.4501,30.523399,,False,200,True,https://www.facebook.com/events/1372115689819999,"Naya Novak, Head of PR @ 1991 Open Data Incubator",Kyiv,,,,,open-data-tv-open-data-for-everyone,,http://1991.vc/,EMEA,"Europe, Middle East & Africa"
India,,Open Data: Prospects and Challenges,,To spread awareness about open data and research data management,,,,,False,28.613939,77.209023,,False,100,False,,"Rajender Parsad, ICAR-IASRI",New Delhi,,,,,open-data-prospects-and-challenges,IST,,APAC,Asia & The Pacific
Brazil,,Open Day Data - Instituto HUB,,,,,,,False,-22.906847,-43.172897,,False,,True,,Instituto HUB,Rio de Janeiro,,,,,open-day-data-instituto-hub,,,AMER,The Americas
Germany,2021-03-06,Open Electronics Workshop: PCB-layout designing with open-source tool KiCad,,Teaching people how easy it is to design a PCB for their electronics project with the open-source tool KiCad,,20:00,https://twitter.com/EsslingenMaker/status/1364710013906919437,,False,48.740879,9.30824,,False,10,True,,M. Akes (Makerspace-Esslingen),Esslingen am Neckar,,,,,open-electronics-workshop-pcb-layout-designing-with-open-source-tool-kicad,CET,http://makerspace-esslingen.de/,EMEA,"Europe, Middle East & Africa"
India,2021-03-08,Open Environment Data - 2021,https://twitter.com/Ansaar_10/status/1368947748834213888,The event aims to aware the community about the availability and benefits of environmental data for addressing environmental concerns in Kashmir Valley,,9:15,https://twitter.com/Ansaar_10/status/1367135488864231427,,False,34.07432,74.7725,,True,250,True,https://www.facebook.com/events/696641631023437,"Ansaar Hussain Ghanayi, AAAM Degree College Bemina, Srinagar, J&K","Srinagar, Jammu and Kashmir",,,,https://zenodo.org/record/4588391#.YEXyDy1Q1O0 (from Javiera Atenas),open-environment-data-2021,IST,,APAC,Asia & The Pacific
Democratic Republic of the Congo,2021-03-06,Open Floods Mapping,,Mapping the areas under floods risk in the city of Uvira in the Democratic Republic of the Congo,,,,,False,-3.38413,29.1415,,False,10,True,,Kashindi Pierre,Uvira,,,,,open-floods-mapping,,,EMEA,"Europe, Middle East & Africa"
United States,2021-03-09,Open Green Map 2 - OGM2 and YOU!,,"Meet the new Open Green Map platform, OGM2, designed by GIS Collective for communities charting sustainability, nature and culture. It’s adaptable for engaging a diversity of local voices and issues",,,https://twitter.com/GreenMap/status/1367653472410210305,,False,40.726505,-73.98183,,False,25,True,https://www.eventbrite.com/e/open-green-map-2-ogm2-and-you-tickets-143011197341,"Wendy Brawer, Green Map System",New York City (online),,,,,open-green-map-2-ogm2-and-you,,,AMER,The Americas
Nepal,,Open Health - Data Driven Healthcare System in Digital Nepal - Birgunj,,To create an awareness in open data among health care professionals and develop MVP for challenges in the health sector,,,,,False,27.0209204,84.8898235,,False,50,False,,"Rabiraj, Khadka, Robotics Association of Nepal","National Infotech College, Birgunj",,,,,open-health-data-driven-healthcare-system-in-digital-nepal-birgunj,NPT,,APAC,Asia & The Pacific
Nepal,,Open Health - Data Driven Healthcare System in Digital Nepal - Butwal,,To create an awareness in open data among health care professionals and develop MVP for challenges in the health sector,,,,,False,27.6953043,83.4621983,,False,50,False,,"Rabiraj, Khadka, Robotics Association of Nepal",Butwal,,,,,open-health-data-driven-healthcare-system-in-digital-nepal-butwal,NPT,,APAC,Asia & The Pacific
Nepal,,Open Health - Data Driven Healthcare System in Digital Nepal - Jumla,,To create an awareness in open data among health care professionals and develop MVP for challenges in the health sector,,,,,False,29.2798779,82.1836176,,False,50,False,,"Rabiraj, Khadka, Robotics Association of Nepal","Karnali Academy of Health Sciences, Jumla",,,,,open-health-data-driven-healthcare-system-in-digital-nepal-jumla,NPT,,APAC,Asia & The Pacific
Nigeria,2021-03-27,Open Justice System,,"Despite ongoing development in open government initiatives and constitutional provision on open justice, the notion of openness in the judiciary is still opaque which is why this event is being hosted.",,,,,False,6.32446,5.62375,,False,200,True,https://docs.google.com/forms/d/e/1FAIpQLSd44tYjQxgvaUQOWMnYxE0eSwwNyk5jsQxSjndnxMFkLLGttQ/viewform,President Aigbokhan - Freedom of Information Counsel Nigeria,"Benin City, Edo State",,,,,open-justice-system,WAT,https://cutt.ly/OpenJusticeSystem,EMEA,"Europe, Middle East & Africa"
Brazil,2021-03-06,Open Mapping and Successful BSSs,,Promote and stimulate the sharing of open data about the bike-sharing systems and to present and discuss the importance and the relevance of the current BSSs’ open maps,,13:00,https://twitter.com/labiks_lab/status/1366804803171540993,https://www.youtube.com/watch?v=epvq4AJD31E,False,-29.7913804,-55.8162754,,True,250,True,https://docs.google.com/forms/d/e/1FAIpQLScxtfl4NNHtidbNVZZB4322LBeHp98cKMaz5QOKHt08LHWKkA/viewform,Gabriela Binatti - LABIKS,Brazil,,,,,open-mapping-and-successful-bsss,BRT,https://labiks.org/en/2021/02/25/open-mapping-and-successful-bsss/,AMER,The Americas
Kenya,2021-03-06,Open Research Data 101: Research Tools and Real-Time Applications,,"Join the Frictionless Data Fellows for an Open Data Day event celebrating open research data. This event will start with a presentation on open science by Dr. Caleb Kibet, followed by an hour-long workshop by the Frictionless Fellows, and culminating in a panel discussing “Balancing Ethics and Open Access Research” featuring Dr. Monica Granados, Cedric Lombion, and Douglas McCarthy.",,15:00,https://twitter.com/OKFN/status/1367181750842048516,https://www.youtube.com/watch?v=foao4cou5JM,False,-1.292066,36.821945,,False,100,True,https://us02web.zoom.us/meeting/register/tZUvdeuspjMoGtK-rR8wV4IrnfEW_5-KdLkG,Frictionless Data Fellows (Lilly Winfree),"Nairobi, Kenya",,,,,open-research-data-101-research-tools-and-real-time-applications,UTC,https://fellows.frictionlessdata.io/,EMEA,"Europe, Middle East & Africa"
Croatia,,Open technologies for community: How have disasters digitised us and what's next?,,To advocate open data as a valuable social resource and open a public discussion on the right to access public sector information,,,,,False,45.81501,15.981919,,False,70,True,https://docs.google.com/forms/d/e/1FAIpQLSe7gwuXU-OZCCZb09di9w2tE6xkXUNXFd3BFUmDzVgGF5hJIw/viewform,Gong and Code for Croatia,Zagreb,,,,,open-technologies-for-community-how-have-disasters-digitised-us-and-what-s-next,,https://odd.codeforcroatia.org/conference/,EMEA,"Europe, Middle East & Africa"
China,,Open Up the Black Box: Know How Your Personal Data is Fed into Opaque Algorithm,,The event is for Lay people to understand how their life is controlled by Opaque Algorithms and how their personal data are fed into those systems without asking,,,,,False,31.230391,121.473701,,False,40,False,,Open Data China and Baiyulan Open AI Lab,Shanghai,,,,,open-up-the-black-box-know-how-your-personal-data-is-fed-into-opaque-algorithm,,,APAC,Asia & The Pacific
Poland,2021-03-06,Open.Data HowFaster.NET: Open Internet network measurement datasets / Otwarte zbiory danych pomiarów w sieci Internet,,"The event refers to the problem area of the structure of the global Internet. This structure may look different in different regions of the world. The event will include both theoretical introduction and more practical elements. We will answer many questions and problems concerning network access and data transmission. The event will be located in the areas of data aggregation / processing / analysis, computer networks and security. Topics will be based on two projects implemented by the Cyber-Complex Foundation: iThena and HowFaster.NET. The main aspect of the problems concerns data made available under open licenses.",,17:00,https://twitter.com/iThenaProject/status/1369045165013430275,,False,52.229675,21.01223,,False,25,True,https://root.ithena.net/usr/forum_thread.php?id=124,Cyber-Complex Foundation,Poland,,,,https://howfaster.net/files/presentations/OPEN_DATA_DAY_2021_OPEN.DATA_HOWFASTER.NET.pdf,open-data-howfaster-net-open-internet-network-measurement-datasets-otwarte-zb,CET,https://odd.howfaster.net/,EMEA,"Europe, Middle East & Africa"
Argentina,2021-03-06,OpenDataDay 2021 Datacamp Datos Abiertos,,"We seek to unite people who seek data to help make decisions and develop technology for social impact, present technological tools and visualisations, publish projects in different media",,10:00,https://twitter.com/OKFNAR/status/1368217085470515200,,False,-34.603683,-58.381557,,False,100,True,https://www.eventbrite.com.ar/e/datacamp-2021-datos-en-accion-pasando-de-la-idea-al-proyecto-tickets-141471845097,Yas Garcia Fundación Conocimiento Abierto FCA,Buenos Aires ,,,,,opendataday-2021-datacamp-datos-abiertos,ART,,AMER,The Americas
Romania,2021-03-05,Opening and Reusing COVID-19 Data,,Promote the publication and encourage the reuse of government COVID data,,10:30,,,False,44.426765,26.102537,,False,70,True,https://forms.gle/YN9Nc1Kzo6wtbe1z7,Government of Romania - data.gov.ro,Bucharest,,,,,opening-and-reusing-covid-19-data,EEST,https://data.gov.ro/blog/ziua-datelor-deschise-2021,EMEA,"Europe, Middle East & Africa"
United States,2021-03-11,OpenSidewalks Pedestrian Open Data: Mapping for Accessibility in transportation and mobility,,Teach people to map for accessibility in OpenStreetMap,,6:30,,,False,47.65738562,-122.3038171,,False,200,True,https://www.eventbrite.com/e/opensidewalks-mapping-for-accessibility-in-openstreetmap-tickets-143571565417,"Anat Caspi, Taskar Center for Accessible Technology","Seattle, WA",,,,,opensidewalks-pedestrian-open-data-mapping-for-accessibility-in-transportation,PST,,AMER,The Americas
Denmark,2021-03-06,OpenStreetMap Danmark rekordforsøg,,Remote OpenStreetMap event in Denmark,,,https://twitter.com/neogeografen/status/1362712006604775424,,False,55.770394,10.621585,,False,,True,,Søren Johannessen,Denmark,,,,,openstreetmap-danmark-rekordforsog,,https://lists.openstreetmap.org/pipermail/talk-dk/2021-February/005412.html,EMEA,"Europe, Middle East & Africa"
Uganda,2021-03-06,OpenStreetMap Uganda Mapping Uganda's New Cities Mapthon,,Engage over 100 remote mappers across Uganda's New Cities to map their communities,,14:00,https://twitter.com/mapuganda/status/1364809224153411585,,False,0.347596,32.58252,,False,100,True,https://meet.google.com/qdd-jdsz-vbf,OpenStreetMap Uganda,Kampala,,,,,openstreetmap-uganda-mapping-uganda-s-new-cities-mapthon,EAT,http://mapuganda.org/,EMEA,"Europe, Middle East & Africa"
Nigeria,2021-03-06,Panel discussion - Achieving Zero Hunger Through Gender Data Equality,,Join our panel discussion on achieving zero hunger through gender data equality in celebration of International Womens Day and Open Data Day,,12:00,https://twitter.com/godanSec/status/1367874580547854337,,False,4.8296352,7.023157,,False,50,True,https://zoom.us/webinar/register/WN_Zhl0r84SS4a1WNcf8eah1Q?t=1614961220035,GODAN and Unique Mappers,,,,,,panel-discussion-achieving-zero-hunger-through-gender-data-equality,WAT,,EMEA,"Europe, Middle East & Africa"
India,2021-03-10,Panel discussion: Open data for Kerala's future,,Panel discussion: Open data for Kerala's Future bringing together different communities who working in open data focused on Kerala and Malayalam,,20:00,https://twitter.com/opendatakerala/status/1369558568374919173,,False,10.527642,76.214432,,False,50,True,https://opendatakerala.org/post/2021/03/10/opendata-day-2021/,"Manoj Karingamadathil, OpenDataKerala.org",Kerala,,,,,panel-discussion-open-data-for-kerala-s-future,IST,https://opendatakerala.org/post/2021/03/10/opendata-day-2021/,APAC,Asia & The Pacific
Switzerland,,PANORAMA’s Live Story Slam Event (open data for climate action),,The purpose is to allow young people to get to know about PANORAMA's platform but also provide a space for young people to share their stories and projects impact related to Nature and Conservation and be inspired by PANORAMA’s platform inspiring stories,,,https://twitter.com/panorama_planet,,False,46.420658,6.26931,,True,20,True,,"Aissa Traore, International Union for Conservation of Nature (IUCN)",Switzerland,,,,,panoramas-live-story-slam-event-open-data-for-climate-action,,https://panorama.solutions/en,EMEA,"Europe, Middle East & Africa"
Georgia,2021-03-06,PechaKucha Night Tbilisi: Open Data for Equal Development,,To highlight and promote the use of open data and data-driven products in different sectors as an effective way to tackle inequality,,20:20,https://twitter.com/DataFestTbilisi,,False,41.715137,44.827095,,True,80,True,https://www.facebook.com/events/616005355900816,"Teona Tomashvili, DataFest Tbilisi",Tbilisi,,,,,pechakucha-night-tbilisi-open-data-for-equal-development,GET,https://datafest.ge/,EMEA,"Europe, Middle East & Africa"
Spain,2021-03-04,Periodismo y Visualización de Datos Abiertos,,"As part of the open data, data journalism and datavisualisation community our aim is to strength our community with open sessions called ""Ágora MPVD""",,15:00,https://twitter.com/MasterUah/status/1366732697540919296,https://www.youtube.com/watch?v=WKzfrBXyI9g&feature=youtu.be,False,40.43428,-3.73375,,False,50,True,https://www.youtube.com/watch?v=WKzfrBXyI9g&feature=youtu.be,"Adolfo, Antón Bravo, MPVD.es",Madrid,,,,,periodismo-y-visualizacion-de-datos-abiertos,CET,https://mpvd.es/articulo/periodismo-y-visualizacion-de-datos-abiertos/,EMEA,"Europe, Middle East & Africa"
Germany,2021-03-06,Permapeople: Open source planting data for the regenerative movement,,The purpose of the event is to discuss the importance and challenges of collecting and sharing open source planting data to assist in the growth of the regenerative movement,,20:00,https://twitter.com/permapeople_org/status/1368259646314733580,https://uni-bremen.zoom.us/j/9204163548,False,52.520008,13.404954,,True,100,True,https://www.facebook.com/events/768901517052371,"Christina Sanko, Benjamin Knofe, Simon Gooder from ""Permapeople""",Berlin,,,,,permapeople-open-source-planting-data-for-the-regenerative-movement,CET,https://permapeople.org/open-data-day-2021,EMEA,"Europe, Middle East & Africa"
Nigeria,2021-03-06,Promoting Transparent COVID-19 Data Governance in Southern Africa,https://opendataday.africa/wp-content/uploads/2021/03/southern-africa-1080x650.jpeg,,,10:00,https://twitter.com/ParadigmHQ/status/1368136629538414593,,False,6.505967,3.361695,,False,50,True,https://docs.google.com/forms/d/e/1FAIpQLSdezkEw4hI7_BexShfmDKWdhFfwfzaWDDMfT68OjQbp8oFPug/viewform,Paradigm Initiative,Yaba,,,,,promoting-transparent-covid-19-data-governance-in-southern-africa,CAT,https://opendataday.africa/event/open-data-day-2021-africa-southern-africa/,EMEA,"Europe, Middle East & Africa"
Kenya,2021-03-06,Promoting transparent Covid-19 data governance in Uganda,,"The Open Data Day, run by the Open Knowledge Foundation, is an annual celebration of open data all over the world which provides an opportunity to show the benefits of open data and encourage the adoption of open data policies in government, business and civil society. This year, the Open Institute will convene an event to discuss how decisions regarding the access and use of data in Uganda are made.

This events seeks to:
Promote rich dialogue while focusing on country perspectives on issues regarding data transparency, particularly around COVID-19 data governance.
Provide examples from African countries that can be used to develop a repository that provides evidence for advocacy efforts for engaging with governments, acts as an online resource for researchers and build awareness about data transparency",,10:00,https://twitter.com/cipesaug/status/1367494532548460549,,False,-1.2804927,36.8163576,,False,40,True,https://us02web.zoom.us/meeting/register/tZ0vd-uoqjsuH9Ew0wQL0zYe0EJyoOCfQ6Oe,"The Collaboration on International ICT Policy
for East and Southern Africa (CIPESA)",Nairobi,,,,,promoting-transparent-covid-19-data-governance-in-uganda,EAT,https://cipesa.org/,EMEA,"Europe, Middle East & Africa"
Nigeria,,Public Talk For Open Data Day Celebration,,To create an awareness on the Nigeria budget and expenditure as well as to help citizens see the need to monitor spending by Nigeria government using open data,,,,,False,6.3231,8.112,,False,90,False,,Re-build Nigeria Initiatives,Abakaliki,,,,,public-talk-for-open-data-day-celebration,,https://facebook.com/groups/772755242872285/,EMEA,"Europe, Middle East & Africa"
Brazil,2021-03-01,"Reporting and registering domestic violence against women and girls in Latin America: A comparative analysis between Mexico, Brazil and Colombia.",,"To share the results of an analysis that leveraged traditional and non-traditional data sources to estimate the conditional probability of registering domestic violence in Mexico, São Paulo and Bogotá",,12:00,,,False,-23.55052,-46.633308,,False,500,True,https://us02web.zoom.us/webinar/register/WN_Wp87fr3oRoWmRaZZCYHZ4Q,"Anna Spinardi, Data-Pop Alliance",São Paulo,,,,,reporting-and-registering-domestic-violence-against-women-and-girls-in-latin-ame,BRT,https://datapopalliance.org/,AMER,The Americas
Netherlands,2021-03-06,Reprex Open Data Day 2021 - Matching perceptions and sensory information about environmental degradation and placing it on a map; open collaboration to create data observatories,,"We want to raise awareness to our open collaborations to harmonize surveys, match them with various data and put them on maps",,15:30,https://twitter.com/dataandlyrics/status/1367395401654030337,,False,52.07911,4.344127,,False,15,True,https://dataandlyrics.com/talk/2021_03_06_ood/,"Daniel Antal, Reprex BV",The Hague,,,,,reprex-open-data-day-2021-matching-perceptions-and-sensory-information-about-e,CET,https://reprex.nl/talk/reprex-open-data-day-2021/,EMEA,"Europe, Middle East & Africa"
Spain,2021-03-05,Retos en un mundo post-Covid - Datathon 2021,,"Este Datathon tendrá tres retos: turismo, salud yagricultura. El objetivo es que los participantes alcancen una solución que contribuya a superar las secuelas del Covid con datos e información. Cada reto contará con un premio de 1000 euros y 500 para el accésit",,18:00,,,False,39.470242,-0.3768,,False,200,True,https://www.eventbrite.es/e/entradas-datathon-2021-retos-en-un-mundo-post-covid-141602116743,"Observatorio de Datos abiertos y Transparencia (UPV), el Departamento de Derecho Administrativo de la Universidad de Alicante y la Cátedra Pagoda de la Universitat de Valencia",Valencia,,,,,retos-en-un-mundo-post-covid-datathon-2021,CET,https://www.ctranspa.webs.upv.es/datathon-2021/,EMEA,"Europe, Middle East & Africa"
Mali,,"Securité Alimentaire dans la Commune de Dialloubé, Mopti",,Notre évènement portera sur la contribution des Données Ouvertes,,,,,False,12.639232,-8.002889,,False,40,False,,Securité alimentaire,Bamako,,,,,securite-alimentaire-dans-la-commune-de-dialloube-mopti,,,EMEA,"Europe, Middle East & Africa"
Nigeria,,Seminar talk on environmental data as  regard oil pollution in the Niger delta region,,Sensitise the masses on how environmental data can be use to illustrate climate condition and the need for people to take proactive decisions to prevent environmental degradation,,,,,False,6.44455,7.49018,,False,150,False,,Ilom solomon and organized by National association of environmental science student,Enugu,,,,,seminar-talk-on-environmental-data-as-regard-oil-pollution-in-the-niger-delta-r,,https://facebook.com/groups/132517938639172/,EMEA,"Europe, Middle East & Africa"
Spain,2021-03-03,Sesión formativa: datos abiertos y periodismo de datos,,Jornada de formación para que los profesionales de la Comunicación de la Comunidad adquieran conocimientos y práctica en la reutilización de datos abiertos,,16:00,https://twitter.com/jcyl/status/1364567030674956288,,False,41.652252,-4.724532,,False,25,True,https://gobiernoabierto.jcyl.es/web/es/formacion-sobre-derecho-acceso.html,Junta de Castilla y León,Valladolid,,,,,sesion-formativa-datos-abiertos-y-periodismo-de-datos,CET,https://comunicacion.jcyl.es/web/jcyl/Comunicacion/es/Plantilla100Detalle/1284882231857/NotaPrensa/1285026363347/Comunicacion,EMEA,"Europe, Middle East & Africa"
Tanzania,,Sharing Research Findings on Open Data for Development,,The event's goal is to have data pioneers/champions inclusively aware of research on open data across development sectors and about UDOM's Institutional Repository,,,,,False,-6.213843,35.809582,,False,100,False,,"Hector, Mongi, The University of Dodoma ",Dodoma,,,,,sharing-research-findings-on-open-data-for-development,,,EMEA,"Europe, Middle East & Africa"
Nigeria,2021-03-03,Significance of open data in sustainable bioprocessing of agrowastes to enhance climate change mitigation,,The bioprocessing will achieve prevention of land and air pollution that resulted from burning agrowastes and the environment will be cleaned off from wastes,,,,,False,9.36352,12.54622,,False,30,False,,"Taiye Ekundayo, Mautech Yola Nigeria",Girei,,,,,significance-of-open-data-in-sustainable-bioprocessing-of-agrowastes-to-enhance,,,EMEA,"Europe, Middle East & Africa"
Brazil,,Spatial Data for Sustainable Inclusive Development of Informal Settlements in Fortaleza,,Raise awareness on the power of spatial data to assure participation of residents in the decision-making process regarding the upgrading of informal settlements in Fortaleza working toward inclusive urban development established in SDG 11,,,,,False,-3.740842,-38.54028,,False,20,False,,"Clarissa Freitas, Federal University of Ceará",Fortaleza,,,,,spatial-data-for-sustainable-inclusive-development-of-informal-settlements-in-fo,,,AMER,The Americas
Colombia,2021-03-06,Taller de visualización de datos ambientales,,"En el Taller aprenderemos a realizar visualizaciones en el sistema de licencia libre: Open Street Map, éste está dirigido a todo público, por lo tanto no es necesario que tengas conceptos sobre programación o sistemas de georeferenciación. Sólo necesitas tu computador e internet",,16:00,https://twitter.com/esmeherz/status/1367112507769421825,,False,4.629332,-74.0731916,,False,,False,,Alcaldía Local de Teusaquillo,"Bogotá, Localidad,Teusaquillo",,,,,taller-de-visualizacion-de-datos-ambientales,COT,http://teusaquillorespira.com/opendataday/,AMER,The Americas
United States,2021-03-06,The Covid-19 Open-Data Project,,"The Covid-19 Open-Data project would like to showcase the largest Covid-19 epidemiological database available in addition to a powerful set of expansive covariates. It includes open sourced data with a permissive license (enabling commercial use) relating to vaccinations, epidemiology, hospitalizations, demographics, economy, geography, health, mobility, government response, weather, and more. Moreover, the data merges daily time-series from hundreds of data sources at a fine spatial resolution, containing over 20,000 locations and using a consistent set of region keys",,,,https://www.youtube.com/watch?v=jiQAvsbaYNI,False,37.338207,-121.88633,,False,50,True,https://open-covid-19.github.io/explorer/,"Aurora Cheung - ""Covid-19 Open-Data""",California,,,,,the-covid-19-open-data-project,PST,https://open-covid-19.github.io/explorer/,AMER,The Americas
Kenya,2021-03-06,The potential role of open data in mitigating Coronavirus impacts on higher learning institutions in Kenya,,To bridge the knowledge gap on the reality of coronavirus vis-a-vis Africa traditional cultural myths (Chira),,,,,False,-1.28579,36.82003,,False,150,True,,"Dr. Judith Pete, Tangaza University College, Eknya",Nairobi,,,,,the-potential-role-of-open-data-in-mitigating-coronavirus-impacts-on-higher-lear,,,EMEA,"Europe, Middle East & Africa"
United States,,The Power of Rural Water Point Data for Improved Decisions,,"A virtual celebration of organisations which share data with WPDx, demonstrating their commitment to transparency and accountability in the rural water sector. Encourage additional data sharing from new organisations.",,,,,False,38.907192,-77.036873,,False,100,False,,"Katy Sill, Water Point Data Exchange (WPDx), Global Water Challenge","Washington, DC",,,,,the-power-of-rural-water-point-data-for-improved-decisions,,https://www.waterpointdata.org/open-data-day-2021/,AMER,The Americas
Panama,2021-03-08,The role of women in opening data,,Present success stories of young Panamanian women in open data. Assess the knowledge about egalitarian development and open data in the participants. Motivate the population to get involved in projects that use data to promote equality,,14:00,https://twitter.com/ipandetec/status/1368272920657620992,https://www.youtube.com/watch?v=RTYU3wkZ3qA,False,8.9824,-79.5199,,True,20,True,https://www.eventbrite.com.mx/e/el-rol-de-la-mujer-en-la-apertura-de-datos-tickets-143764233693,Lia Hernández ,Panama City,,,,,the-role-of-women-in-opening-data,EST,,AMER,The Americas
Oman,,The Secret of Big Data أسرار البيانات الضخمة,,"Awareness session on the importance of data and data analytics. As well, how various organisations are using the vast amount of available open data to run their business and to forecast future behaviour",,,,,False,21.473534,55.975414,,False,250,False,,Data Academy,Oman,,,,,the-secret-of-big-data-srr-lbynt-ldkhm,,https://thedatacademy.com/,EMEA,"Europe, Middle East & Africa"
United Kingdom,2021-03-06,"The underpinning risks, challenges and opportunities of open data – a focus on the case of utilities data for land development",,"To celebrate Open Data Day on the 6th of March 2021, the Hazards Forum will be hosting an exciting panel discussion event to explore what is currently hindering the potentialisation of open data in land development endeavours and what could be envisaged to solve some of these challenges",,,https://twitter.com/hazardsforum/status/1366130289139982346,,False,51.497494,-0.135658,,False,100,True,https://hazardsforum.org/events/open-data-day-2021/,Hazards Forum,London,,,,,the-underpinning-risks-challenges-and-opportunities-of-open-data-a-focus-on-t,GMT,,EMEA,"Europe, Middle East & Africa"
Nigeria,,Towards harnessing medical image data for better health development in Nigeria,,To enlightened clinicians and researchers on the role of deep learning techniques and algorithms on sustainable healthcare delivery,,,,,False,9.93947,8.89395,,False,65,True,,"Jibrin Jaafaru, Data Science Jos",Jos,,,,,towards-harnessing-medical-image-data-for-better-health-development-in-nigeria,,,EMEA,"Europe, Middle East & Africa"
Nigeria,,"Tracking and monitoring the implementation of SDGs in Kaduna, Nigeria ",,To create awareness on the level of implementation of SDGs in Kaduna state and how to ensure effective monitoring process,,,,,False,10.53185,7.42947,,False,30,True,,"Christopher Atsen , Build To Help Foundation",Kaduna State,,,,,tracking-and-monitoring-the-implementation-of-sdgs-in-kaduna-nigeria,,,EMEA,"Europe, Middle East & Africa"
Nigeria,,Tracking government budgets/expenditure for special education centre oji river Enugu state.,,To ensure adequate funding and proper usage of the fund meant for children in special education centre,,,,,False,6.25596,7.23041,,False,40,False,,"Onyebuchi Mba, Nigeria association of the blind Enugu state chapter",Oji River,,,,,tracking-government-budgets-expenditure-for-special-education-centre-oji-river-e,,,EMEA,"Europe, Middle East & Africa"
Tunisia,2021-03-05,Tunisia Open Data Day,,Official announcement with our partners of a Tunisian competence network in Open Data which will be hosted by Open Data Forum and CAFDO Tunisia,,14:00,https://twitter.com/cafdo_officiel/status/1367115646513905665,https://www.youtube.com/watch?v=6UjaQTFMG-w,False,36.8303,10.171,,False,20,False,http://www.dataforum.tn/2021/03/03/odf-celebre-le-open-data-day-2021-avec-la-conference-africaine-des-donnees-ouverte/,Open Data Forum,"Espace WeCode, Tunis",,,,,tunisia-open-data-day,CET,https://opendataforum.webinaire.tn/,EMEA,"Europe, Middle East & Africa"
